id,PROJECTNUMBER,MW,PROJECT_CITY,STATE,PROJECT_COUNTRY,CORE_MARKET,PROJECT_TYPE,SIZE_BUILDINGSIZE,NUMFLOORS,invoiceId,invoiceDate,invoiceTotal,ItemDescription,MasterItemNo,QtyShipped,UOM,ExtendedQuantity,PriceUOM,UnitPrice,ExtendedPrice,CONSTRUCTION_START_DATE,SUBSTANTIAL_COMPLETION_DATE,REVISED_ESTIMATE
11439,A0-0173,,madurai,tamil nadu,india,wellness,health center,20000.0,,B0-3041,2023-10-24,11858.67, 6 x 1 1 8 grabber bugle head fine thread streaker point 10m,49624.0,1.0,BX,1.0,BX,8767.5,8767.5,2023-04-03,2023-12-11 00:00:00,689050634.7
5640,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-1219,2024-01-26,32681.065,national quick set lite 20 min 18 bag,66754.0,30.0,BG,30.0,BG,1022.875,30686.25,2022-08-15,2025-01-21 00:00:00,23204555261.0
3023,A0-0074,,kanpur,uttar pradesh,india,future tech,critical ops,29000.0,0.0,B0-0623,2023-02-09,192700.465,fiberglass self adh 2 mesh tape 300 roll,21226.0,1.0,roll,1.0,,605.375,0.01,2022-10-05,2023-10-22 00:00:00,737383239.5
4229,A0-0057,,varanasi,uttar pradesh,india,enterprise,workspace,523093.0,11.0,B0-0721,2023-03-29,89218.08,gold bond all purpose 5 gallon can black,65046.0,48.0,can,48.0,,1753.5,0.01,2020-10-19,2023-07-10 12:00:00,12657755648.0
3013,A0-0062,,gwalior,madhya pradesh,india,future tech,workspace,8000.0,1.0,B0-0622,2023-03-14,1823251.725,arm ww grille trim pop 3 4 x8 natural walnut,63851.0,6.0,PCS,6.0,,27137.5,0.01,2022-11-28,2023-04-07 12:00:00,217999330.1
12253,A0-0020,,chandigarh,chandigarh,india,future tech,critical ops,1400000.0,2.0,B0-3329,2024-06-06,2965218.6,6 x 10 slotted slip track 3 leg 20ga 33mil,60972.0,70.0,PC,0.7,ML,169505.0,118653.5,2022-06-13,2026-02-04 00:00:00,134000000000.0
9606,A0-0015,,ahmedabad,gujarat,india,future tech,critical ops,100000.0,,B0-2396,2023-05-24,91554.41,2 1 2 x 10 stud 1 1 4 flange 20ga eq,59790.0,46.0,PC,0.46,ML,41332.5,19012.95,2022-01-03,2023-11-16 12:00:00,2757689889.0
13418,A0-0016,,mumbai,maharashtra,india,enterprise,workspace,3300.0,0.0,B0-3803,2023-05-16,320500.555,1 1 4 metal corner bead 8 63 bx ,64816.0,10.0,pcs,80.0,,32064.0,0.01,2023-02-27,2023-11-30 00:00:00,169152463.0
4620,A0-0120,,ranchi,jharkhand,india,tertiary learning,learning hub,64700.0,,B0-0833,2024-04-04,,angle grinder 12 a barrel grip 6 lb 13 150 quick ds,58173.0,1.0,,,,29219.99,0.01,2022-05-23,2025-01-24 17:00:00,3441650490.0
12276,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-3337,2024-05-24,1471172.305,6 x 10 stud 1 5 8 flange 20ga 33mil ,60485.0,4.0,PC,0.04,ML,140697.5,5627.9,2022-08-15,2025-01-21 00:00:00,23204555261.0
13322,A0-0186,,pune,maharashtra,india,misc market,workspace,171000.0,5.0,B0-3779,2024-12-06,28196.28,27 x 97 3 4 lath high rib 3 8 2yd pc,67021.0,10.0,PC,10.0,PC,922.675,9226.75,2021-10-18,2026-06-02 00:00:00,15701858802.0
6751,A0-0186,,pune,maharashtra,india,misc market,workspace,171000.0,5.0,B0-1521,2024-04-11,175611.355,3 5 8 x 18 stud 1 5 8 flange 20ga 33mil ,60424.0,30.0,PC,0.54,ML,66633.0,35981.82,2021-10-18,2026-06-02 00:00:00,15701858802.0
8901,A0-0156,,nagpur,maharashtra,india,wellness,health center,583000.0,,B0-2132,2023-05-01,1436161.59,3 4 x 2 x 4 usg mars sq 48sf white 6 ct 88185,59801.0,46.0,CT,2.208,MS,219187.5,483966.0,2018-11-28,2024-08-23 00:00:00,23273459144.0
528,A0-0014,,jaipur,rajasthan,india,bio innovation,misc build,680000.0,8.0,B0-0139,2023-01-31,279689.095,18v lxt lithium ion 5 0ah battery 2pk makita,45733.0,1.0,,,,19204.165,19204.165,2022-04-11,2024-09-17 12:00:00,7554544515.0
10040,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-2279,2023-06-15,-9897.254999999992,3 5 8 x 10 slotted slip track 2 1 2 leg 14ga 68mil orig inv 1005931017 001,60942.0,120.0,PC,,ML,330326.0,396391.2,2022-08-15,2025-01-21 00:00:00,23204555261.0
12315,A0-0191,,dehradun,uttarakhand,india,wellness,health center,,,B0-3353,2024-06-14,42335.335,5 8 x 4 x 8 type x drywall,61289.0,18.0,PC,0.576,MS,41750.0,24048.0,2023-09-18,2025-05-11 12:00:00,91710106.6
4265,A0-0057,,varanasi,uttar pradesh,india,enterprise,workspace,523093.0,11.0,B0-0726,2023-05-08,435982.725,3 5 8 20ga slotted slip track w 2 1 2 leg,60938.0,15.0,pcs,150.0,,165998.0,0.01,2020-10-19,2023-07-10 12:00:00,12657755648.0
4263,A0-0057,,varanasi,uttar pradesh,india,enterprise,workspace,523093.0,11.0,B0-0726,2023-05-08,435982.725,knauf r13 3 1 2 x16 x96 unfaced 128 sf bag,58214.0,9.0,bag,1152.0,,45925.0,0.01,2020-10-19,2023-07-10 12:00:00,12657755648.0
6878,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-1568,2024-04-16,527871.97,2 x 2 x 10 angle 20ga 30mil,61343.0,120.0,PC,1.2,ML,58867.5,70641.0,2022-08-15,2025-01-21 00:00:00,23204555261.0
1920,A0-0057,,varanasi,uttar pradesh,india,enterprise,workspace,523093.0,11.0,B0-0431,2023-02-27,150863.625,ultra flex no coat tape 4 1 2 x100 roll ult450,64805.0,4.0,roll,4.0,,9339.475,0.01,2020-10-19,2023-07-10 12:00:00,12657755648.0
702,A0-0009,,jaipur,rajasthan,india,enterprise,workspace,350000.0,4.0,B0-0154,2023-02-10,656452.785,1 2 x10 void cap,64201.0,50.0,,,,61.24265749999999,1336.0,2022-09-06,2024-08-15 00:00:00,9895473728.0
6120,A0-0026,,jaipur,rajasthan,india,bio innovation,r amp d laboratories,150000.0,,B0-1348,2024-03-28,835434.2,3 4 x 2 x 5 usg mars flb 60sf white 6 ct,59798.0,53.0,CT,3.18,MS,243820.0,775347.6,2021-05-10,2024-12-26 00:00:00,7982677738.0
11934,A0-0111,,rajkot,gujarat,india,wellness,health center,400000.0,9.0,B0-3200,2023-12-28,1748924.2,3 5 8 x 17 6 stud 1 1 4 flange 20ga 30mil ,60035.0,1000.0,PC,17.5,ML,74482.0,1303435.0,2022-12-05,2025-06-23 00:00:00,22955715208.0
8078,A0-0166,,chennai,tamil nadu,india,tertiary learning,learning hub,184000.0,0.0,B0-1843,2023-01-31,2832176.38,3 5 8 x 16 stud 2 flange 18ga,65166.0,80.0,PC,1.28,ML,128757.0,164808.96,2019-11-19,2025-01-24 12:00:00,15539779791.0
12072,A0-0308,,vadodara,gujarat,india,bio innovation,r amp d laboratories,10000.0,,B0-3260,2023-12-20,18999.59,ramset 27 caliber yellow strip load 100,32498.0,2.0,BX,2.0,BX,1189.875,2379.75,2023-02-17,2024-03-11 12:00:00,481968744.3
7848,A0-0204,,vadodara,gujarat,india,future tech,workspace,163000.0,,B0-1793,2023-02-23,1461780.225,1 2 x 4 x 8 fabricmate recore black faced 9 4pcf,67066.0,37.0,PC,1184.0,SF,266.198,315129.0,2021-11-15,2023-06-06 00:00:00,2400928442.0
10625,A0-0189,,vadodara,gujarat,india,enterprise,workspace,114807.0,4.0,B0-2703,2023-08-09,266056.05,5 8 x 4 x 10 type x drywall,61289.0,156.0,PC,6.24,MS,39662.5,247494.0,2023-06-01,2024-01-18 17:00:00,1730968970.0
4869,A0-0146,,aligarh,uttar pradesh,india,future tech,r amp d laboratories,3500.0,,B0-0998,2023-11-03,,hook eye 1500 lb ,62711.0,1.0,,,,588.675,0.01,2022-05-31,2025-05-31 12:00:00,118131625.0
1299,A0-0009,,jaipur,rajasthan,india,enterprise,workspace,350000.0,4.0,B0-0285,2023-05-26,27349.59,11 1 2 x4 3 4 plaster trowel marshalltown,63065.0,1.0,,,,2932.52,2932.52,2022-09-06,2024-08-15 00:00:00,9895473728.0
9549,A0-0162,,lucknow,uttar pradesh,india,bio innovation,r amp d laboratories,288000.0,0.0,B0-2371,2023-05-19,64431.94, 6 x 7 16 scorpion pan head drill point zinc 15m,63328.0,1.0,BX,1.0,BX,13464.375,13464.375,2022-05-06,2025-05-30 00:00:00,15598821597.0
1353,A0-0009,,jaipur,rajasthan,india,enterprise,workspace,350000.0,4.0,B0-0297,2023-06-08,84972.94,6mil 20 x100 clear polyfilm visqueen sold roll,63038.0,4.0,,,,8051.07,32204.28,2022-09-06,2024-08-15 00:00:00,9895473728.0
2927,A0-0055,,aurangabad,maharashtra,india,bio innovation,r amp d laboratories,7500.0,,B0-0609,2023-09-14,112569.69,arm x17348 4 x 15 16 cross tee white 60pc ct,61312.0,120.0,pcs,480.0,,77655.0,0.01,2023-05-25,2024-06-04 17:00:00,307613078.2
6370,A0-0166,,chennai,tamil nadu,india,tertiary learning,learning hub,184000.0,0.0,B0-1414,2024-03-12,94002.63,3 5 8 x 14 stud 1 5 8 flange 20ga 33mil ,60420.0,4.0,PC,0.056,ML,84836.0,4751.15,2019-11-19,2025-01-24 12:00:00,15539779791.0
11509,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-3064,2023-11-13,819920.735,6 x 10 track 1 1 4 leg 20ga eq,49215.0,14.0,PC,0.14,ML,79325.0,11105.5,2022-08-15,2025-01-21 00:00:00,23204555261.0
1288,A0-0014,,jaipur,rajasthan,india,bio innovation,misc build,680000.0,8.0,B0-0283,2023-05-25,27059.845,55lb bag blue cement all grout rapid set,43783.0,6.0,,,,1893.78,11362.68,2022-04-11,2024-09-17 12:00:00,7554544515.0
5332,A0-0003,,ahmedabad,gujarat,india,future tech,critical ops,450000.0,,B0-1133,2024-05-31,82633.27,ramset 27 caliber yellow strip load 100,32498.0,9.0,BX,9.0,BX,1231.625,11084.625,2021-07-12,2024-11-01 17:00:00,14191958070.0
10130,A0-0287,,nagpur,maharashtra,india,wellness,health center,1765.0,,B0-2526,2023-08-01,445890.0,7 8 x 7 8 x 12 usg donn wall angle flat white 40 bx ,49026.0,13.0,PC,0.156,ML,53941.0,8415.13,2023-02-01,2024-01-03 00:00:00,214763948.1
10991,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-2837,2023-09-19,288305.46,3 5 8 8 stud 1 5 8 flange 16ga,53844.0,90.0,PC,0.72,ML,180777.5,130159.8,2022-08-15,2025-01-21 00:00:00,23204555261.0
7730,A0-0200,,jaipur,rajasthan,india,bio innovation,r amp d laboratories,2500.0,,B0-1747,2024-06-06,150149.7, 6 x 1 1 4 grabber scavenger head drivall self drill point 5 ,21170.0,1.0,BX,1.0,BX,3653.125,3653.125,2024-04-08,2024-07-05 12:00:00,58515844.76
7970,A0-0155,,surat,gujarat,india,misc market,workspace,838094.0,41.0,B0-1810,2023-01-12,96270.49,6 x 10 flat strap 20ga 30mil,61409.0,50.0,PC,0.5,ML,179525.0,89762.5,2019-09-02,2023-12-29 17:00:00,15673671106.0
3698,A0-0076,,kolhapur,maharashtra,india,bio innovation,pharma synth,2800.0,0.0,B0-0498,2023-06-13,121031.58,arm 7800 12 x7 8 wall angle white 30pc bx,63831.0,30.0,PCS,360.0,,62625.0,0.01,2023-05-05,2023-10-20 12:00:00,59052536.0
2014,A0-0062,,gwalior,madhya pradesh,india,future tech,workspace,8000.0,1.0,B0-0449,2023-03-16,28257.235,1 1 4 sharp fine point drywall screw grabber,32371.0,1.0,box,1.0,,7783.87,0.01,2022-11-28,2023-04-07 12:00:00,217999330.1
10897,A0-0241,,indore,madhya pradesh,india,future tech,critical ops,195000.0,,B0-2798,2023-08-16,135990.605,2 x 1 usg fire rated 15 16 cross tee donn dx dxl flat white 60 bx,46086.0,2.0,CT,0.24,ML,53440.0,12825.6,2021-04-19,2024-04-26 12:00:00,2744315721.0
4374,A0-0019,,gwalior,madhya pradesh,india,bio innovation,r amp d laboratories,25000.0,,B0-0734,2024-12-04,754822.465,5 8 4 x10 fire type x drywall 26 national gyp,58225.0,156.0,PCS,5040.680000000008,,39662.5,0.01,2023-06-05,2024-05-02 08:00:00,664015258.9
10523,A0-0068,,visakhapatnam,andhra pradesh,india,enterprise,critical ops,265850.0,0.0,B0-2668,2023-07-20,106894.195,1 1 4 x 12 marino corner bead 42 bx,64562.0,1.0,CT,0.504,ML,33400.0,16833.6,2022-09-12,2023-10-02 00:00:00,4131524341.0
8678,A0-0216,,hyderabad,telangana,india,future tech,critical ops,28000.0,2.0,B0-2047,2023-03-07,19799.52,2 x 18yd 3m emi 1170 aluminum foil tape 3m emi 1170 aluminum foil tape 2 x 18yd,64857.0,5.0,RL,5.0,RL,1298.425,6492.125,2022-06-01,2023-11-14 12:00:00,2795749426.0
7068,A0-0164,,amritsar,punjab,india,bio innovation,pharma synth,40000.0,,B0-1604,2024-05-06,833342.525,3 5 8 x 28 stud 1 5 8 flange 18ga,60528.0,100.0,PC,2.8,ML,111556.0,312356.8,2022-11-01,2025-06-11 00:00:00,7712088582.0
2148,A0-0071,,patna,bihar,india,tertiary learning,learning hub,0.0,0.0,B0-0469,2023-04-22,45610.205,1 5 8 20ga dw track 10 w 1 1 4 leg,61265.0,2.0,pcs,20.0,,47261.0,0.01,2019-08-26,2023-05-26 12:00:00,52676893.5
6960,A0-0004,,bengaluru,karnataka,india,enterprise,workspace,2800000.0,0.0,B0-1583,2024-04-18,44644.11,6 x 10 flat strap 16ga 54mil,56907.0,30.0,PC,0.3,ML,135437.0,40631.1,2020-02-03,2025-10-31 00:00:00,34925565107.0
7497,A0-0197,,jaipur,rajasthan,india,bio innovation,workspace,165000.0,5.0,B0-1690,2024-05-21,547147.945,3 5 8 x 14 stud 1 5 8 flange 16ga,60622.0,100.0,PC,1.4,ML,122785.915,171899.78,2020-03-09,2024-11-07 12:00:00,5185072269.0
7090,A0-0004,,bengaluru,karnataka,india,enterprise,workspace,2800000.0,0.0,B0-1609,2024-05-03,707121.42,6 x 33 8 stud 2 flange 14ga,60738.0,7.0,PC,0.236,ML,284651.5,67083.065,2020-02-03,2025-10-31 00:00:00,34925565107.0
7810,A0-0155,,surat,gujarat,india,misc market,workspace,838094.0,41.0,B0-1772,2023-01-16,997354.06,6 x 16 stud 1 5 8 flange 16ga 54mil ,40328.0,8.0,PC,0.128,ML,331077.5,42377.92,2019-09-02,2023-12-29 17:00:00,15673671106.0
9056,A0-0028,,agra,uttar pradesh,india,wellness,ambulatory care,4500.0,0.0,B0-2189,2023-04-11,24605.78,3 5 8 x 10 track 1 1 4 leg 20ga eq,60409.0,20.0,PC,0.2,ML,49265.0,9853.0,2023-01-23,2023-07-07 12:00:00,165263859.7
5480,A0-0160,,cuttack,odisha,india,bio innovation,r amp d laboratories,55000.0,0.0,B0-1171,2024-01-18,198398.505,3 5 8 x 10 slotted slip track 2 1 2 leg 20ga 33mil,60939.0,60.0,PC,0.6,ML,108717.0,65230.2,2023-05-01,2024-08-22 17:00:00,2838119884.0
8654,A0-0244,,chennai,tamil nadu,india,bio innovation,pharma synth,42200.0,,B0-2035,2023-03-01,-9897.254999999992,4 x 1 1 2 usg non fire rated 15 16 cross tee donn dx flat white 60 bx,61144.0,1.0,CT,0.01,ML,69221.5,0.01,2021-05-24,2023-01-13 12:00:00,3821815321.0
8975,A0-0068,,visakhapatnam,andhra pradesh,india,enterprise,critical ops,265850.0,0.0,B0-2153,2023-04-07,1470760.65,6 x 10 track 1 1 4 leg 20ga 33mil g40 coating,51248.0,10.0,PC,0.1,ML,128757.0,12875.7,2022-09-12,2023-10-02 00:00:00,4131524341.0
5862,A0-0159,,dehradun,uttarakhand,india,bio innovation,r amp d laboratories,183000.0,0.0,B0-1268,2024-02-07,1046697.55,3 5 8 x 8 stud 1 1 4 flange 20ga 33mil ,60042.0,20.0,PC,0.16,ML,99365.0,15898.4,2023-04-03,2025-02-28 17:00:00,4359775970.0
9825,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-2421,2023-05-12,1510509.99,3 5 8 x 10 track 1 1 4 leg 20ga eq,60409.0,48.0,PC,0.48,ML,57030.5,27374.64,2022-08-15,2025-01-21 00:00:00,23204555261.0
811,A0-0005,,warangal,telangana,india,misc market,learning hub,36700.0,4.0,B0-0184,2023-03-14,187500.92,55 gal gray utility trash can suncast,64274.0,5.0,,,,6538.885,32694.425,2020-10-15,2024-01-11 12:00:00,3422320092.0
7799,A0-0155,,surat,gujarat,india,misc market,workspace,838094.0,41.0,B0-1772,2023-01-16,997354.06,6 26 3 stud 1 5 8 flange 20ga 33mil ,60485.0,1.0,PC,0.01,ML,225784.0,0.01,2019-09-02,2023-12-29 17:00:00,15673671106.0
2074,A0-0070,,mumbai,maharashtra,india,enterprise,workspace,9000.0,0.0,B0-0454,2023-03-28,159940.91,push broom 24 w handle 60 handle included,53134.0,1.0,each,1.0,,3568.79,0.01,2023-03-22,2023-05-25 12:00:00,24095235.95
9346,A0-0249,,vadodara,gujarat,india,tertiary learning,r amp d laboratories,3165.0,1.0,B0-2286,2023-04-28,107704.145,3 5 8 x 12 stud 1 5 8 flange 18ga,60517.0,40.0,PC,0.48,ML,161238.5,77394.48,2023-01-01,2024-08-31 00:00:00,483032857.4
10112,A0-0020,,chandigarh,chandigarh,india,future tech,critical ops,1400000.0,2.0,B0-2521,2023-07-07,4732299.875,6 10 slotted slip track 3 leg 20ga 33mil,60972.0,50.0,PC,0.5,ML,169505.0,84752.5,2022-06-13,2026-02-04 00:00:00,134000000000.0
9851,A0-0038,,bhubaneswar,odisha,india,bio innovation,r amp d laboratories,69450.0,,B0-2431,2023-05-30,221499.615,usg donn seismic perimeter attachment clip 100 pc ,60202.0,13.0,PA,1.3,MP,131679.5,171183.35,2022-09-19,2023-08-29 12:00:00,1171391811.0
886,A0-0030,,jaipur,rajasthan,india,bio innovation,misc build,1046120.0,,B0-0198,2023-03-23,972776.67,receive free 140bl 1850b with purchase of any 2 qualifying lxt bare tools,34748.0,2.0,,,,61.24265749999999,0.01,2022-06-01,2025-06-30 00:00:00,34018793433.0
1478,A0-0011,,thiruvananthapuram,kerala,india,wellness,ambulatory care,80000.0,,B0-0330,2023-07-03,116800.635,leatherhead super soft kneepad troxell,40448.0,2.0,,,,4174.165,8348.33,2022-08-01,2025-02-05 00:00:00,5447968752.0
1791,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-0400,2025-05-28,61987.06,55gal trash bag 20 box,64649.0,1.0,EA,,,2587.665,2587.665,2022-08-15,2025-01-21 00:00:00,23204555261.0
10013,A0-0189,,vadodara,gujarat,india,enterprise,workspace,114807.0,4.0,B0-2489,2023-06-14,148018.78,3 5 8 x 10 slotted slip track 2 1 2 leg 20ga 30mil,60938.0,100.0,PC,1.0,ML,137691.5,137691.5,2023-06-01,2024-01-18 17:00:00,1730968970.0
2009,A0-0065,,patna,bihar,india,tertiary learning,r amp d laboratories,1800.0,,B0-0448,2023-06-26,238895.17,arm 2x4x5 8 dune sq l i humiguard 64sf ctn,63805.0,3.0,CTN,192.0,,107464.5,0.01,2023-05-29,2023-08-29 12:00:00,47040476.5
7104,A0-0004,,bengaluru,karnataka,india,enterprise,workspace,2800000.0,0.0,B0-1610,2024-05-03,665621.085,6 x 5 flat strap 12ga 97mil,61472.0,6.0,PC,0.03,ML,213342.5,6400.275,2020-02-03,2025-10-31 00:00:00,34925565107.0
683,A0-0014,,jaipur,rajasthan,india,bio innovation,misc build,680000.0,8.0,B0-0151,2023-02-08,48923.485,1 1 8 x6 speedbor spade bit irwin,33778.0,5.0,,,,508.515,2542.575,2022-04-11,2024-09-17 12:00:00,7554544515.0
3896,A0-0079,,mumbai,maharashtra,india,enterprise,workspace,6133.0,0.0,B0-0528,2023-08-10,58416.6,10 x 3 4 waferhead self drill 5k box zinc sd,21145.0,1.0,box,1.0,,8661.455,0.01,2023-05-30,2023-10-04 12:00:00,184506781.2
6190,A0-0182,,meerut,uttar pradesh,india,bio innovation,r amp d laboratories,44000.0,,B0-1371,2024-03-12,1755195.05,3 5 8 x 10 slotted slip track 2 1 2 leg 16ga 54mil,60941.0,13.0,PC,0.13,ML,189127.5,24586.575,2024-01-01,2024-12-31 00:00:00,2514686544.0
7585,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-1699,2024-05-30,86637.93,3 5 8 x 15 stud 1 5 8 flange 16ga,60637.0,30.0,PC,0.45,ML,180777.5,81349.875,2022-08-15,2025-01-21 00:00:00,23204555261.0
5383,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-1148,2024-01-16,270838.095,1 5 8 x 10 track 1 1 4 leg 20ga eq,53691.0,648.0,PC,6.48,ML,39245.0,254307.6,2022-08-15,2025-01-21 00:00:00,23204555261.0
58,A0-0005,,warangal,telangana,india,misc market,learning hub,36700.0,4.0,B0-0019,2023-01-24,14786.18,1lb new colored knit rags bag,64694.0,5.0,,,,499.33,2496.65,2020-10-15,2024-01-11 12:00:00,3422320092.0
7526,A0-0186,,pune,maharashtra,india,misc market,workspace,171000.0,5.0,B0-1696,2024-05-22,852142.55,3 5 8 x 18 stud 1 5 8 flange 20ga 33mil punchout 2 4 6 8 ,60424.0,100.0,PC,1.8,ML,66633.0,119939.4,2021-10-18,2026-06-02 00:00:00,15701858802.0
5465,A0-0148,,guwahati,assam,india,enterprise,workspace,92942.0,,B0-1163,2024-01-17,848193.0,5 8 x 4 x 8 cdx fire rated plywood,41840.0,30.0,PC,30.0,PC,5145.27,154358.1,2023-06-01,2024-08-23 12:00:00,1481952253.0
2400,A0-0016,,mumbai,maharashtra,india,enterprise,workspace,3300.0,0.0,B0-0514,2023-07-31,153763.58,5 8 firecode drywall 4 x 9 ,58209.0,22.0,pcs,792.0,,48012.5,0.01,2023-02-27,2023-11-30 00:00:00,169152463.0
11831,A0-0023,,kolkata,west bengal,india,enterprise,hospitality hall,435000.0,11.0,B0-3162,2023-11-29,314804.185,1 5 8 x 10 stud 1 1 4 flange 20ga eq,60899.0,300.0,PC,3.0,ML,39662.5,118987.5,2022-08-15,2025-01-21 00:00:00,23204555261.0
12923,A0-0186,,pune,maharashtra,india,misc market,workspace,171000.0,5.0,B0-3613,2024-09-13,440450.81,6 x 17 c t stud 20ga 33mil,61010.0,60.0,PC,1.02,ML,136439.0,139167.78,2021-10-18,2026-06-02 00:00:00,15701858802.0
4127,A0-0057,,varanasi,uttar pradesh,india,enterprise,workspace,523093.0,11.0,B0-0685,2023-01-12,154361.44,5 8 densglass sheathing 4 x 8 ,53580.0,50.0,PCS,1600.0,,91015.0,0.01,2020-10-19,2023-07-10 12:00:00,12657755648.0
7637,A0-0182,,meerut,uttar pradesh,india,bio innovation,r amp d laboratories,44000.0,,B0-1724,2024-06-06,501826.65,2 6 12 2 fire treated lumber,59793.0,8.0,PC,8.0,PC,1377.75,11022.0,2024-01-01,2024-12-31 00:00:00,2514686544.0
12610,A0-0316,,ahmedabad,gujarat,india,bio innovation,r amp d laboratories,35000.0,,B0-3485,2024-07-19,5669.65,5 8 x 2 x 4 usg radar basic sq 64sf white 8 ct,59844.0,1.0,CT,0.064,MS,80995.0,5183.68,2024-02-05,2025-01-13 12:00:00,869972516.3
1469,A0-0014,,jaipur,rajasthan,india,bio innovation,misc build,680000.0,8.0,B0-0328,2023-06-29,293825.645,3 8 x10 x12 sds plus rotary hammer drill bit bosch,49675.0,1.0,EA,,,1138.94,1138.94,2022-04-11,2024-09-17 12:00:00,7554544515.0
1417,A0-0005,,warangal,telangana,india,misc market,learning hub,36700.0,4.0,B0-0319,2023-06-23,140779.33,16 9 floz purified bottled water 24 pk,25466.0,10.0,,,,435.035,4350.35,2020-10-15,2024-01-11 12:00:00,3422320092.0
471,A0-0011,,thiruvananthapuram,kerala,india,wellness,ambulatory care,80000.0,,B0-0129,2023-01-24,324075.19,6 lb sledge hammer wood ames,64081.0,2.0,,,,2366.39,4732.78,2022-08-01,2025-02-05 00:00:00,5447968752.0
2359,A0-0077,,mumbai,maharashtra,india,wellness,health center,2000.0,0.0,B0-0508,2023-07-20,120334.355,1 2 waferhead self drill zinc 5lb,63917.0,1.0,each,1.0,,2828.98,0.01,2023-06-05,2023-09-15 12:00:00,57276996.18
2723,A0-0070,,mumbai,maharashtra,india,enterprise,workspace,9000.0,0.0,B0-0565,2023-03-29,112358.435,2 4 10 fire treated,42103.0,2.0,pcs,2.0,,61.24265749999999,0.01,2023-03-22,2023-05-25 12:00:00,24095235.95
7763,A0-0166,,chennai,tamil nadu,india,tertiary learning,learning hub,184000.0,0.0,B0-1758,2024-06-13,75399.665,1 2 x 10 beadex paper faced tape on l corner bead 50 bx,62513.0,1.0,CT,0.5,ML,42000.5,21000.25,2019-11-19,2025-01-24 12:00:00,15539779791.0
11447,A0-0159,,dehradun,uttarakhand,india,bio innovation,r amp d laboratories,183000.0,0.0,B0-3046,2023-11-01,1005641.435,5 8 x 4 x 10 type x drywall,61289.0,180.0,PC,7.2,MS,43002.5,309618.0,2023-04-03,2025-02-28 17:00:00,4359775970.0
11382,A0-0044,,ahmedabad,gujarat,india,future tech,critical ops,50000.0,,B0-3005,2023-10-17,178458.705,westpac blue dot taping 47 ctn,62093.0,20.0,CT,20.0,CT,981.125,19622.5,2022-12-16,2024-12-31 00:00:00,1047313632.0
7626,A0-0182,,meerut,uttar pradesh,india,bio innovation,r amp d laboratories,44000.0,,B0-1718,2024-05-30,489043.635,12 hanger wire 12ga 100 pc,43460.0,4.0,BD,400.0,PC,92.685,37074.0,2024-01-01,2024-12-31 00:00:00,2514686544.0
4526,A0-0105,,patna,bihar,india,enterprise,workspace,1390000.0,27.0,B0-0774,2023-02-23,208987.975,chamfer gates 12 plastic,61042.0,63.0,PCS,,,2396.45,0.01,2020-04-30,2025-06-02 00:00:00,19389360493.0
4611,A0-0120,,ranchi,jharkhand,india,tertiary learning,learning hub,64700.0,,B0-0824,2024-03-06,,hp 1 2 sump pump vertical float,58169.0,2.0,,,,20809.87,0.01,2022-05-23,2025-01-24 17:00:00,3441650490.0
6995,A0-0162,,lucknow,uttar pradesh,india,bio innovation,r amp d laboratories,288000.0,0.0,B0-1592,2024-04-24,1926954.55,6 x 12 8 stud 1 1 4 flange 20ga 30mil,60471.0,400.0,PC,5.067,ML,117317.5,594410.615,2022-05-06,2025-05-30 00:00:00,15598821597.0
10823,A0-0004,,bengaluru,karnataka,india,enterprise,workspace,2800000.0,0.0,B0-2779,2023-08-28,4318803.7,6 x 12 j runner 1 x 2 legs 20ga 33mil,61059.0,38.0,PC,0.456,ML,148546.5,67736.87,2020-02-03,2025-10-31 00:00:00,34925565107.0
10378,A0-0219,,indore,madhya pradesh,india,misc market,learning hub,40000.0,2.0,B0-2612,2023-07-31,703859.91,6 x 12 stud 1 5 8 flange 16ga,40328.0,8.0,PC,0.096,ML,168158.145,16143.055,2021-12-14,2023-11-17 12:00:00,3600136735.0
3870,A0-0016,,mumbai,maharashtra,india,enterprise,workspace,3300.0,0.0,B0-0526,2023-08-05,275124.15,4mm 4 w x 8 l plastic corrugated sheet white,63687.0,10.0,each,10.0,,1377.75,0.01,2023-02-27,2023-11-30 00:00:00,169152463.0
